,id,rid,uid,gid,context,stimuli,response,created_at,published,tid,detailedness,novelty,usefulness,context_features,response_features,stimuli_features,combined_features,context_cluster,response_cluster,stimuli_cluster,stimuli_triples,response_triples,context_triples
561,1305,10,582,124,The lights should get brighter to make it easier to read the book.,A person comes into the room with a book in their hand.,The lights brighten.,2016-09-03 14:54:41,1,1305,5.0,3.0,5.0,"[ 0.33671284  0.7988745  -0.6941924  ...  1.0226679  -0.9433753
  0.08097744]","[-0.01011775 -0.109419   -0.30454096 ...  0.52503407 -0.92667097
  0.31935778]","[ 1.1578047  -0.29774138 -0.8970932  ...  0.39360964 -1.0384375
  0.10393227]","[ 1.4843998   0.3917141  -1.8958266  ...  1.9413116  -2.9084837
  0.50426745]",2,13,2,[],[],[]
562,1306,10,582,124,The lights should brighten so as to make it easier to distinguish the colors that are being painted with.,"A person comes into the room with an easel, paint and canvas.",The lights brighten.,2016-09-03 14:55:25,1,1306,4.5,5.0,4.0,"[-0.23149182  0.9892569   0.19268098 ...  0.1839173  -0.88256884
 -0.7047263 ]","[-0.01011775 -0.109419   -0.30454096 ...  0.52503407 -0.92667097
  0.31935778]","[ 1.3855137   0.5986015  -0.42199776 ... -0.34392062 -0.58995724
  0.43319404]","[ 1.1439041   1.4784395  -0.5338577  ...  0.36503077 -2.399197
  0.04782555]",2,13,2,[],[],[]
563,1312,9,584,162,"Be sure to a get very close to vulnerable home entry points such as windows and side and back doors, garage doors. Be sure to walk behind/in/around bushes and landscaping to see if lights can sense movement when actor is partially obscured by other objects.",Approach the house at night time,Lights inside and outside the house should come on. This should include lights in upper floors - where lack of inside movement and activity can't be easily noticed (when no one is actually home). Outside lights should be placed near windows and doors to provide a large light field that intruders will avoid. ,2016-09-03 15:30:41,1,1312,0.0,5.0,3.0,"[-0.16538103  0.7168765  -0.24520923 ... -0.28005767 -1.43706
  0.32525575]","[ 0.2648546  -0.25076836 -0.32179862 ...  0.03577579  0.01005802
  0.39810002]","[ 0.8757169   0.3039878  -1.2257123  ... -0.13845815 -1.2644913
  0.03164326]","[ 0.9751905   0.7700959  -1.7927201  ... -0.38274002 -2.6914935
  0.75499904]",14,17,1,"[['house', 'Approach', 'house']]",[],[]
564,1316,7,590,164,There has been no noise or movement in the room for over an hour. ,"If there is no movement or noise in a room for a period of one hour, the smart home should fade the lights in that room.",The lights are slowly dimmed off within the period of five minutes and left at only 25 percent brightness.,2016-09-03 20:58:25,1,1316,5.0,3.0,3.5,"[ 0.39027107 -0.61813515 -0.756449   ...  0.03705743 -0.71484405
  0.04033139]","[ 0.9982927  -0.00276044 -0.36375988 ...  0.664801   -0.38959345
  0.05348234]","[-0.0936094  -0.46602768  0.15874608 ...  0.56588787 -0.2736198
  0.16486147]",[ 1.2949543 -1.0869232 -0.9614628 ...  1.2677462 -1.3780574  0.2586752],18,3,5,[],[],[]
565,1317,8,590,164,The room is dark in the smart home.,A person walks into a dark room of the smart house.,The smart home will turn on the lights in the room the person walks into.,2016-09-03 21:00:17,1,1317,0.0,3.0,3.5,"[-0.04060911 -0.50976604 -0.20571284 ...  0.9181797   0.08179718
 -0.51237226]","[ 0.7534456  -0.26482022 -0.24341457 ...  1.0547934  -1.1787834
 -0.5212815 ]","[ 0.06107863 -0.6683366  -0.12752245 ...  0.41135937 -0.4665909
 -0.4323011 ]","[ 0.7739152  -1.4429228  -0.57664984 ...  2.3843324  -1.5635772
 -1.4659548 ]",13,15,17,[],[],[]
566,1327,8,594,167,There is now motion in the dark room. ,I enter the dark room with a friend. ,The lights come on. ,2016-09-03 21:56:09,1,1327,0.0,1.0,3.5,"[-0.99758214  0.09495824  0.4800699  ...  0.07722334 -0.26333538
 -0.7083991 ]","[-0.33967358 -0.6902139  -0.033634   ...  0.48452243 -1.4116651
 -0.56703854]","[ 0.77969193  0.3893733  -0.595357   ... -0.28273234 -1.1226134
  0.5250543 ]","[-0.5575638  -0.20588237 -0.14892109 ...  0.27901343 -2.7976139
 -0.7503834 ]",23,1,4,[],[],[]
567,1330,9,594,167,There is movement outside of my home. ,It is windy outside. The wind is moving the tree branches and the yard decorations. ,The lights come on,2016-09-03 22:05:15,1,1330,-1.0,4.0,1.5,"[ 0.21726255 -1.0213078   0.530546   ...  0.07178902 -0.21698885
 -0.5249505 ]","[-0.27766964 -0.5462223   0.01709721 ...  0.46799353 -1.4662725
 -0.4571466 ]","[ 1.0695423   0.77086586 -0.05139311 ...  1.1754965  -0.45184022
 -0.297569  ]",[ 1.0091351 -0.7966643  0.4962501 ...  1.715279  -2.1351016 -1.2796662],5,1,11,[],"[['lights', 'come', '']]",[]
568,1332,9,594,167,"There is movement outside my house, even though it's minimal. ","I slowly creep through my yard at night, trying not to set off the sensors. ",The lights come on. ,2016-09-03 22:07:06,1,1332,-1.0,3.5,3.5,"[ 0.01583343 -1.2674024  -0.5053073  ... -0.3755436  -0.31350514
  0.6729665 ]","[-0.33967358 -0.6902139  -0.033634   ...  0.48452243 -1.4116651
 -0.56703854]","[ 0.34650952 -0.4087723  -0.9702016  ...  0.39042705  0.26627126
  0.5439557 ]","[ 0.02266937 -2.3663886  -1.5091429  ...  0.4994059  -1.458899
  0.6498836 ]",5,1,12,[],[],[]
569,1336,10,589,164,I tap my movie setting and my lights dim and surround sound turns on,I like to turn my lights of during movies I watch,The lights should not dim unless I tell them to ,2016-09-03 22:15:11,1,1336,0.0,2.5,4.5,"[ 0.16898     0.14345585  0.28656888 ...  0.44333112 -1.1108236
 -1.1959732 ]","[-0.19016303  0.32801753 -0.19874837 ...  0.8960551  -0.87380624
 -0.9950387 ]","[-0.07917515  1.0314864   0.12424529 ...  0.95796704 -1.8244601
 -0.2841893 ]","[-0.10035818  1.5029597   0.2120658  ...  2.2973533  -3.80909
 -2.4752011 ]",21,12,6,"[['I', 'watch', '']]","[['lights', 'tell', '']]","[['I', 'tap', '']]"
570,1339,8,589,164,My smart house is set to detect my movement,I walk through my house to my fridge for a drink in the middle of the night,Each rooms light turns on when I enter them and off when I exit.,2016-09-03 22:25:31,1,1339,-1.0,2.5,4.0,"[-0.05322907 -1.1307505  -0.6168771  ...  0.97614044 -0.16434933
  0.9300735 ]","[ 0.15014815 -0.4472515  -0.11865982 ...  0.93056744 -0.9563539
 -1.0038458 ]","[ 0.2135739  -0.46847066 -0.78053004 ...  0.5368984  -0.03263128
 -0.12254687]","[ 0.310493   -2.0464728  -1.5160669  ...  2.4436064  -1.1533345
 -0.19631916]",0,15,21,"[['I', 'walk', 'drink']]",[],"[['smart house', 'detect', '']]"
571,1341,8,592,124,"The person walks into a dark room, and should still be detected by the smart home even though he is tiptoeing.","Not wanting to wake up his housemates, a person slowly and lightly tiptoes into a dark room - the kitchen, in this case - to get a midnight snack.",The lights should automatically turn on once the person walks into the kitchen.,2016-09-03 23:01:44,1,1341,0.0,3.5,4.5,"[ 0.24423583 -0.71413785 -0.6206748  ...  0.09691589 -0.51209414
  0.38942465]","[ 0.76902854 -0.41646653 -0.16493258 ...  0.43419194 -1.4047227
  0.3685747 ]","[ 0.20244022 -0.22939125 -1.1680214  ... -0.3030426   0.2968969
  1.4254314 ]","[ 1.2157046  -1.3599956  -1.9536289  ...  0.22806524 -1.6199199
  2.1834307 ]",0,15,4,[],[],[]
572,1343,7,590,164,The music has been playing for over an hour.,Music from a sound system or smartphone is playing in a room.,The smart house is configured to fade the lights only when there is both movement and sound. In this situation the the lights will be dimmed in the room.,2016-09-04 00:42:06,1,1343,0.0,2.5,4.0,"[ 0.20918559  0.4079931  -0.0132061  ...  0.90355176 -0.08990765
  0.24174792]","[-0.68650055 -0.46758023  0.4474603  ...  0.6406994  -0.6141749
  0.2411972 ]","[-0.22192784 -0.66504174  0.14873177 ...  0.85350627  0.10399469
 -1.4433162 ]","[-0.69924283 -0.72462887  0.582986   ...  2.3977575  -0.6000879
 -0.96037114]",3,5,22,[],[],[]
573,1344,8,590,164,"A resident of the smart house wanted to get some sleep so they turned off this feature.
",Another person walks in to a dark room in the smart house. That room has been set to not turn on the lights in the room by the user who is sleeping.,The lights do not turn on when another person enters that dark room in the smart house.,2016-09-04 00:45:09,1,1344,0.0,4.5,3.5,"[-0.4582791  -0.5135115  -0.55357325 ...  0.65632826  0.25697872
  0.61155105]","[-0.3433277  -1.149707    0.00556288 ...  0.38372016 -0.5688995
 -0.07280125]","[-0.33624396 -0.9030402  -0.6335869  ...  0.79974955 -0.3212986
 -0.02984166]","[-1.1378508  -2.5662584  -1.1815972  ...  1.839798   -0.63321936
  0.50890815]",6,22,5,[],[],[]
574,1348,10,591,167,The smart lights pick up the sound of an acoustic guitar playing.,A friend of mine comes over to play some mellow acoustic guitar with me.  We play for a few hours.,The lights dim to enhance and compliment the mellow acoustic sound.,2016-09-04 02:13:09,1,1348,0.0,5.0,4.0,"[-0.73172575  0.43774748  0.06942679 ...  1.8103507  -0.89124465
 -0.10876582]","[-0.8021927   0.5286721  -0.6864335  ...  1.1462188  -1.3786606
  0.19735947]","[-0.39152816  1.0669992  -0.4900161  ...  1.0374166  -1.4732399
  0.92121404]",[-1.9254466  2.0334187 -1.1070228 ...  3.9939861 -3.743145   1.0098077],2,5,11,[],[],[]
575,1349,7,591,167,30 minutes have passed without sound and motion,"I am staying the night at my friends and leave the dog all alone.  The dog has the same sleep schedule as his owner.  Currently the dog has been still for at least  30 minutes, indicating he is sleeping.",The lights turn off to allow the dog to sleep better.,2016-09-04 02:19:07,1,1349,0.0,4.0,2.5,"[-1.8862255  -1.0288614   0.5480951  ...  0.31147608 -1.7105153
  0.4117015 ]","[-0.44073686 -0.32338658 -0.6888941  ...  0.79435974 -0.10530923
  0.41466752]","[-1.4977684  -0.4311525  -1.8151178  ...  0.6829438  -0.81291914
  0.17511255]",[-3.8247306 -1.7834004 -1.9559169 ...  1.7887797 -2.6287436  1.0014815],3,18,0,[],[],"[['minutes', 'passed', 'sound']]"
576,1350,8,591,167,The lights detect my motion from getting out of bed in the middle of the night.,"In the middle of the night, I get up to use the restroom.  It is too dark and I am too tired to find a light switch. ",The lights turn on in a pathway to the bathroom to make it easier and safer.,2016-09-04 02:22:49,1,1350,-1.0,3.5,4.0,"[-0.03761432  0.45043585 -0.8799048  ...  0.6095907   0.4817482
 -0.34798154]","[-0.21678706 -0.09000886  0.1803538  ...  1.0762984  -0.3159287
  0.24270105]","[-1.0978445   0.57793    -0.17562091 ...  0.9250137  -0.27449164
 -0.27959275]","[-1.3522459   0.938357   -0.87517196 ...  2.6109028  -0.10867214
 -0.38487327]",14,9,24,[],[],[]
577,1355,7,599,167,There is no movement or noise in the room.,I fall asleep on the sofa in the living room.,The lights automatically turn off.,2016-09-04 06:50:32,1,1355,0.0,2.5,3.0,"[-0.73325616 -1.1910952  -0.43879032 ... -0.6028177  -0.5986312
  0.2547883 ]","[-1.1586261   0.07505824  0.39248246 ...  1.0418763  -0.00440535
 -0.25596145]","[-0.18603753 -0.02130501 -1.0421612  ...  0.2424294   0.31425145
  0.70915544]","[-2.0779197  -1.137342   -1.088469   ...  0.68148804 -0.2887851
  0.7079823 ]",18,14,0,[],[],[]
578,1357,8,600,168,There is a movement in the hall. ,In the middle of the night I go to the kitchen to have a glass of water. I am passing the hall.,The lights should turn on the second I enter the hall and should not go off until I leave the room.,2016-09-04 06:57:16,1,1357,0.0,2.0,3.0,"[ 1.2095033  -0.7104158   0.4741064  ...  0.05815079 -0.06886321
  0.21235327]","[ 1.1725265  -0.5760661  -0.17114247 ...  0.90410805 -0.47564602
 -0.6436518 ]","[ 0.30904034  0.13210788 -0.6382094  ... -0.31560895  0.15766056
  0.23011169]","[ 2.69107    -1.1543739  -0.3352455  ...  0.6466499  -0.3868487
 -0.20118684]",23,15,24,[],[],[]
579,1358,8,599,167,There is motion in the room.,I am drunk and enter a new room.,The lights come on and enhance my safety.,2016-09-04 06:57:48,1,1358,0.0,4.5,3.5,"[-0.20938179 -0.44551373  0.6989454  ...  0.29076365 -0.20026259
 -0.6742552 ]","[-0.33087856 -0.32297194 -0.9795801  ...  0.9079413  -0.27600533
 -0.11975663]","[ 0.5637792   0.34313542  0.21061529 ...  0.27174243 -1.5533105
  0.7134268 ]","[ 0.02351883 -0.42535025 -0.07001942 ...  1.4704473  -2.0295784
 -0.080585  ]",23,9,2,[],[],[]
580,1361,8,600,168,There is a movement in the main room.,It's late and our family is back from the trip. We all have our hands full with bags as we enter the house. ,The lights should turn on automatically once we open the door ensuring our safety so that we do not strike against some furniture and/or so that we could see where we can put our bags.,2016-09-04 07:02:27,1,1361,5.0,4.5,5.0,"[ 0.06191377 -1.0405453   0.24135067 ...  0.08645494 -0.06854114
  0.19949193]","[ 0.13259813  0.51034343 -0.33610156 ...  0.16681436 -0.29182148
  0.81251574]","[-0.0491013  -0.46710002 -0.94847053 ...  0.73675674 -0.01258331
  1.1355726 ]","[ 0.1454106  -0.99730194 -1.0432215  ...  0.990026   -0.37294593
  2.1475801 ]",23,21,2,[],[],[]
581,1364,8,599,167,I am entering the attic.,"I climb up the ladder into the attic storage room, and the lights automatically come on in the attic.",The lights come on in the attic.,2016-09-04 07:10:29,1,1364,-1.0,3.0,4.0,"[ 0.59012777 -0.20994323 -0.58096486 ... -0.6808329  -0.98810834
  0.5437892 ]","[ 0.43336096 -0.3931524  -0.5848488  ... -0.22967884 -0.86338747
 -0.18191941]","[ 0.6157989  -0.23032609 -0.6087983  ...  0.06226423 -0.7897045
  0.40899333]",[ 1.6392876 -0.8334217 -1.774612  ... -0.8482475 -2.6412003  0.7708631],10,15,2,[],[],[]
582,1367,7,600,168,There is no noise and almost no movement in the room.,I sit down in the living room to read a book. ,The light should not fade off while I am reading the book.,2016-09-04 09:09:09,1,1367,4.0,1.5,4.0,"[-0.84504944 -1.2335612  -0.58650315 ... -0.56299627 -0.34722117
  0.7576027 ]","[ 0.7636945   0.52807605 -1.4167992  ...  0.5120427  -0.5082919
 -0.40524426]","[ 0.04029221  0.6051558  -1.3271691  ...  0.29616377 -1.0065957
 -0.01028456]","[-0.04106271 -0.10032928 -3.3304715  ...  0.2452102  -1.8621087
  0.3420739 ]",18,10,8,[],[],[]
583,1369,10,600,168,There is a preconfigured activity going on.,I'm playing a game on a PC.,The lightning in the room should be dimmed.,2016-09-04 09:17:16,1,1369,4.0,2.5,4.0,"[ 0.22547507 -1.0774376  -0.07187021 ...  0.16132809 -1.682826
 -0.08398336]","[-0.16024211  0.98581576  0.2504203  ...  1.1070836  -1.1321774
  0.29956046]","[-0.62185866  0.13511151 -0.17571284 ... -0.74007106  0.05538143
 -1.3313899 ]","[-0.5566257   0.04348963  0.00283726 ...  0.5283406  -2.759622
 -1.1158129 ]",7,5,14,[],[],[]
584,1371,8,600,168,There is a sudden movement in the room.,There's a dog and a cat walking around in the living room.,The smart house should not turn on the light when pets are wandering around.,2016-09-04 09:31:39,1,1371,0.0,2.5,2.5,"[-0.30039805  0.17087696  0.76453763 ...  0.60540956 -0.31627193
  0.87728155]","[-0.00486117 -0.86580336 -1.0831665  ...  0.02627411  0.4470689
  0.5579194 ]","[ 0.33227235 -0.5545293  -0.85503244 ...  0.48077613  0.15682253
 -0.8082237 ]","[ 0.02701313 -1.2494557  -1.1736612  ...  1.1124598   0.2876195
  0.6269772 ]",23,4,21,[],[],[]
585,1374,7,471,167,I have not made any recognizable motions or sounds for a preconfigured time.,I am listening to music through a headset attached to my mobile phone while lying on the bed and I fall asleep.,The lights fade out.,2016-09-04 11:58:26,1,1374,0.0,4.0,3.0,"[-0.41888267 -1.1074315   0.19770625 ... -0.3510348  -1.6171796
  0.85764194]","[-0.53413755  0.7542346   0.1899319  ...  1.6463724  -0.29981044
  0.41766825]","[ 0.31017703 -0.38632134 -0.08775009 ...  0.73428756  0.94202405
  0.42371315]","[-0.6428432  -0.7395182   0.29988807 ...  2.0296252  -0.97496605
  1.6990234 ]",18,11,0,[],[],[]
586,1375,7,471,167,Nobody entered the living room again for 30 minutes.,I am drinking with my friends in the living room and we decided to go to the garden outside.,The lights fade out.,2016-09-04 12:03:45,1,1375,0.0,4.5,3.5,"[-0.25670895 -0.46888864 -0.44422692 ...  0.68617785 -1.6063523
  0.52838296]","[-0.53413755  0.7542346   0.1899319  ...  1.6463724  -0.29981044
  0.41766825]","[ 0.04041972  0.4794419   0.16368976 ...  0.5302798  -1.9076333
 -0.10942135]","[-0.75042677  0.7647879  -0.09060526 ...  2.8628302  -3.813796
  0.83662987]",20,11,11,[],[],[]
587,1376,8,471,167,The lights detected the burglar's sounds and movements.,"I went shopping for groceries, nobody's home and the lights inside the house are all turned off. A burglar enters the house through a window in the living room that I have forgotten to secure before leaving.",The lights in the living room turn on.,2016-09-04 12:15:24,1,1376,0.0,4.0,4.5,"[-0.27814046  0.18096815  0.45195025 ... -0.314871   -0.16605741
  0.17164423]","[ 0.3683241  -0.3615414  -0.5126024  ...  0.44088295 -1.6150573
 -0.9234039 ]","[ 0.23199877 -0.12161538 -0.40764076 ...  0.23687421 -0.09839065
  0.459406  ]","[ 0.32218242 -0.30218863 -0.4682929  ...  0.36288613 -1.8795054
 -0.2923537 ]",12,15,21,[],[],[]
588,1378,9,471,167,The distance of the source of movements is outside the defined perimeters of the smart home system.,The house is located just side of a busy road. The family living in the house are already sleeping and all the lights outside are turned off including the lights at the main entrance. Several vehicles are passing by.,The lights at the main entrance are not activated.,2016-09-04 12:42:57,1,1378,-1.0,4.5,4.5,"[ 0.9123605  -1.0118048   0.47697902 ... -0.00881966 -0.6336735
 -0.61778533]","[ 0.27433896 -0.32776144 -0.2262928  ...  0.04549485 -1.2851759
 -1.6527706 ]","[-0.7386324  -0.6499142  -0.52224827 ...  0.63897264 -1.085431
  0.13146397]","[ 0.44806707 -1.9894805  -0.27156204 ...  0.67564785 -3.0042806
 -2.139092  ]",5,6,5,[],[],[]
589,1381,10,471,167,The smart home system detected multiple entities inside the living room through their voices and movements.,"It's a usual Friday evening event for Joe and his family. Every Friday, just after dinner, all the family members will go to the living room and sit on the couches there. Moments later, the room will be filled with voices and laughter as they talk and make jokes.",The lights stayed bright because it is preconfigured for that certain family activity.,2016-09-04 13:21:45,1,1381,0.0,4.5,4.0,"[-0.22527336 -0.85126215  0.00201867 ...  0.29534617 -0.5879904
  0.39627662]","[-0.13489862 -0.19293591 -1.07698    ...  0.5009048  -0.93004966
  0.8482607 ]","[ 0.0206051   0.65930265 -0.18513495 ... -0.8826339  -1.938333
  0.78610104]","[-0.3395669  -0.3848954  -1.2600963  ... -0.08638299 -3.456373
  2.0306385 ]",0,24,14,[],[],[]
590,1383,8,606,165,"The room is dark, my pet walks in ",My pet walks into a dark room,The lights should not come on,2016-09-04 15:48:12,1,1383,0.0,2.5,3.5,"[ 0.83389163 -0.29891995 -1.2382754  ...  0.28278404  0.75067663
  0.45314947]","[-0.04818526 -0.01365453 -0.04926543 ... -0.21718799  0.6769168
 -0.18022956]","[-0.01978355 -0.27198073 -1.1941648  ...  0.2648122   0.9778771
  0.06775843]","[ 0.7659228  -0.5845552  -2.4817057  ...  0.33040822  2.4054706
  0.34067833]",24,7,3,"[['pet', 'walks', 'room']]","[['lights', 'come', '']]",[]
591,1386,9,606,165,"It is dark outside, there is movement outside, it is windy, trees/plants are moving in the wind",It is dark outside and very windy,The lights should not come on,2016-09-04 16:01:34,1,1386,-1.0,4.0,4.5,"[ 0.47407824  0.85873765  0.5529773  ...  1.2186054  -0.41877362
 -0.50955987]","[-0.04818526 -0.01365453 -0.04926543 ... -0.21718799  0.6769168
 -0.18022956]","[ 0.2499476   0.8569803   0.17309555 ...  0.63976127 -0.307626
  0.03988982]","[ 0.6758406   1.7020636   0.67680746 ...  1.6411787  -0.04948288
 -0.6498996 ]",8,7,15,"[['It', 'is', 'dark']]","[['lights', 'come', '']]",[]
592,1391,9,606,165,"It is dark outside, an intruder is outisde",An intruder is outside,The lights should come on,2016-09-04 16:05:41,1,1391,0.0,3.0,3.0,"[ 0.36744875  0.898702    0.42473423 ...  0.15292971 -0.7036695
 -0.14600621]","[-0.0041042  -0.23699495  0.122217   ...  0.6610278  -1.0971336
 -0.40008542]","[ 0.10175002  0.42907605  0.7286871  ... -0.20777272 -1.6779203
  0.20944989]","[ 0.46509457  1.0907831   1.2756383  ...  0.6061848  -3.4787235
 -0.33664173]",13,20,12,"[['intruder', 'is', '']]","[['lights', 'come', '']]",[]
593,1400,9,608,159,There is movement outside my house at night. ,Someone tries to look in my window in the middle of the night.,The light turns on. ,2016-09-04 21:14:59,1,1400,0.0,3.0,3.5,"[-0.32369328 -0.01273107 -0.03971586 ...  0.354854   -0.05746028
 -0.47156432]","[-0.32178795 -0.7049165  -0.08092412 ...  0.30431947 -1.6029255
 -0.5772389 ]","[-0.04851121  1.0904684  -0.9060239  ... -0.35037217 -0.94393224
  0.42713404]","[-0.69399244  0.37282085 -1.0266639  ...  0.3088013  -2.6043181
 -0.6216692 ]",8,1,15,[],[],[]
594,1402,10,608,159,"The light is set to dim red, when music plays in my room. ",I turn on soft music in my bedroom with my girlfriend. ,Dim red light turns on. ,2016-09-04 21:18:36,1,1402,0.0,3.5,3.0,"[ 0.02773451  0.84580827 -0.1868471  ...  0.85817224 -0.47383246
 -1.486202  ]","[-0.05709141  0.6426953  -0.15600726 ...  0.42864248 -1.0442709
 -0.6438496 ]","[ 0.30768034  0.6413123  -0.11638082 ...  1.3411118  -0.39930528
 -0.16224541]","[ 0.27832344  2.129816   -0.4592352  ...  2.6279266  -1.9174086
 -2.292297  ]",6,12,6,[],[],[]
595,1403,10,608,159,The light is set to dim in the media room with noise. The movie is starting. ,I sit down with my family in the media room. ,Lights dim. ,2016-09-04 21:20:04,1,1403,0.0,3.5,3.0,"[ 0.06940431  0.77895176  0.83201456 ...  0.07863379 -0.8369176
  0.10985412]","[-0.551083    0.51803386 -0.09745101 ...  0.8957618  -0.22239734
  0.10046158]","[-0.27360606  0.4699767  -0.5424838  ... -0.06649582 -0.10539369
  0.7457504 ]","[-0.7552848   1.7669623   0.19207975 ...  0.90789974 -1.1647086
  0.95606613]",22,3,14,[],[],[]
596,1432,8,302,127,The lights turn on as it notices motion in the room as you walk by its sensors.,Get home and walk into your home.,The lights are now on.,2016-09-08 16:01:59,1,1432,-1.0,1.0,2.5,"[-0.09177359 -0.15892148 -0.14815576 ...  0.9553939   0.38301906
 -0.20203766]","[-0.33770382 -0.35441428  0.08991323 ...  0.8379762  -1.3726301
 -0.85470206]",[ 0.8390422 -0.9239195 -0.636031  ...  0.8958084 -1.1764979  0.4547886],[ 0.4095648 -1.4372551 -0.6942735 ...  2.6891785 -2.166109  -0.6019511],14,1,2,[],[],[]
597,1433,9,302,127,"After reaching its sensors, the lights flash on brightly at you. You hit a sensor upon entering the driveway.",You begin pulling up your house as you get home from work late at night.,All lights on house begin turning on as they are synced together.,2016-09-08 16:03:23,1,1433,-1.0,3.0,4.0,"[ 0.562306   -0.25123945 -0.30196774 ...  0.66469985 -0.5743705
 -1.1692122 ]","[-0.7818705  -0.39118809 -0.5626689  ...  1.1497116  -0.6434752
 -0.05757192]","[-0.83145213  0.06967701 -0.6568894  ...  0.9704244  -1.0301219
 -0.25200987]",[-1.0510166 -0.5727505 -1.5215261 ...  2.7848358 -2.2479677 -1.478794 ],14,15,18,[],[],[]
598,1434,9,623,127,One trips on his shoe and falls down.,A group of teenagers run up to egg your house.,The lights shine brightly and ward them off.,2016-09-08 16:04:15,1,1434,-1.0,4.5,3.5,"[ 0.1244669   0.18194157 -0.18520938 ... -0.3944677   0.68491465
  1.0635095 ]","[-0.08138878 -0.30592787  0.01079919 ...  0.6568665   0.661036
  0.44852418]","[ 1.3742894  -1.3842334   0.12731197 ... -0.28722912 -0.24761078
  0.6062311 ]","[ 1.4173675  -1.5082196  -0.04709822 ... -0.02483034  1.0983399
  2.1182647 ]",3,9,21,[],[],[]
599,1436,8,636,127,I am walking from the bedroom to the kitchen and back again.,I get up in the night to get a drink of water.,The lights should come on in each room and then turn off again after a set period of time.,2016-09-08 16:05:34,1,1436,0.0,3.5,4.5,"[ 0.71619314  0.01645355 -0.81783396 ... -0.13444215  0.09179886
 -0.01653261]","[-0.09176718  0.21327807 -0.00195368 ...  1.027177   -0.7057011
 -0.21645027]","[-0.5889451   0.4057079  -0.82481116 ...  0.46527582  0.8374968
 -0.34573415]","[ 0.03548086  0.6354395  -1.6445988  ...  1.3580106   0.22359455
 -0.578717  ]",10,0,24,[],[],[]
600,1459,7,432,120,when crawling into the room he will trigger the light if it works.,I let my son crawl into the room,light should turn on immediately,2016-09-08 16:19:38,1,1459,0.0,3.0,3.5,"[ 0.8441337   1.1342171  -0.62176573 ...  0.92305595 -0.7875868
 -0.12075529]","[-0.01361948  0.04239071  0.22246037 ...  0.27940997 -1.37575
  0.4425587 ]","[ 0.00698232  0.21481924 -0.36245465 ... -0.2967471   0.06848893
  1.3040482 ]",[ 0.8374965  1.391427  -0.76176   ...  0.9057188 -2.0948477  1.6258516],14,20,4,"[['I', 'crawl', 'room']]","[['light', 'turn', '']]",[]
601,1463,7,641,130,A pet is recognized as a non-human movement.,A pet is in the room.,The lights should continue to fade out to conserve energy.,2016-09-08 16:20:30,1,1463,0.0,2.5,3.5,"[-1.0551269  -1.0371373  -0.8928537  ... -0.13224287  0.61001223
  0.50226784]","[-0.38502535  0.40282935 -0.0125389  ...  1.194111   -0.6377401
 -0.27608928]","[-0.05409122 -0.506356   -1.7331842  ...  0.4310446   0.21130626
 -0.10630282]","[-1.4942435  -1.1406639  -2.6385767  ...  1.4929128   0.18357843
  0.11987573]",1,18,3,[],[],[]
602,1551,8,672,133,The lights should allow for brief dim lighting as I walk across the room,I am only briefly walking through the room ,The lights turn to dim for 60 seconds then fade back off.,2016-09-08 17:05:19,1,1551,5.0,4.5,4.0,"[-0.30813608  0.39123258 -0.59261405 ...  0.8621558  -1.0809795
  0.51010984]","[-0.553417    0.01479706  0.5245109  ...  1.4694008  -0.946516
  0.51308304]","[ 0.5697815  -0.30671492 -0.5015223  ...  0.58988154 -0.33354798
  1.129202  ]","[-0.29177162  0.09931472 -0.56962544 ...  2.9214382  -2.3610435
  2.1523948 ]",6,11,22,"[['I', 'walking', 'room']]",[],"[['lights', 'walk', 'room']]"
603,1596,10,452,120,"If for example, I decide to take a short nap while watching television.",I clap my hands to deactivate the last preset and turn the system off.,System should respond to the clap command and turn lights off until another clap command id performed to resume the last preset.,2016-09-08 18:04:44,1,1596,0.0,2.5,2.5,"[ 0.5641583  -0.24407788 -0.6496976  ...  0.07234081 -0.24318358
  0.87446016]","[-0.37133002 -0.17687029 -0.13041255 ...  0.38730958 -0.42206806
  0.43392262]","[-1.415753   -1.1653485   0.02441031 ...  1.2517303  -0.54254293
  0.1839621 ]",[-1.2229247 -1.5862968 -0.7556999 ...  1.7113807 -1.2077947  1.492345 ],6,22,9,[],[],[]
604,1608,10,670,130,Multiple people in a room engaging in various activities ,Multiple people in a room ,Smart lights should find a configuration balance and provide neutral lighting to make the users' differing activities as enjoyable as possible ,2016-09-08 19:54:08,1,1608,0.0,4.5,4.0,"[ 0.43638638 -0.1486131   0.3996161  ... -0.10370364 -0.9680769
 -0.53098434]","[-0.7962115   0.78229386 -0.6892852  ...  0.72707075 -2.0047598
 -0.8969238 ]","[ 0.29951307 -0.5415565   0.3373903  ...  0.73912966 -0.1062135
  0.16173401]","[-0.06031203  0.09212428  0.04772121 ...  1.3624969  -3.07905
 -1.2661741 ]",23,24,22,[],"[['lights', 'differing', '']]","[['people', 'engaging', 'activities']]"
